PING 192.168.12.4 (192.168.12.4) 56(84) bytes of data.
64 bytes from 192.168.12.4: icmp_seq=1 ttl=64 time=45.3 ms
64 bytes from 192.168.12.4: icmp_seq=2 ttl=64 time=6.89 ms
64 bytes from 192.168.12.4: icmp_seq=3 ttl=64 time=60.3 ms
64 bytes from 192.168.12.4: icmp_seq=4 ttl=64 time=58.4 ms
64 bytes from 192.168.12.4: icmp_seq=5 ttl=64 time=43.9 ms
64 bytes from 192.168.12.4: icmp_seq=6 ttl=64 time=45.6 ms
64 bytes from 192.168.12.4: icmp_seq=7 ttl=64 time=69.6 ms
64 bytes from 192.168.12.4: icmp_seq=9 ttl=64 time=51.2 ms
64 bytes from 192.168.12.4: icmp_seq=10 ttl=64 time=89.3 ms
64 bytes from 192.168.12.4: icmp_seq=11 ttl=64 time=116 ms
64 bytes from 192.168.12.4: icmp_seq=13 ttl=64 time=152 ms
64 bytes from 192.168.12.4: icmp_seq=15 ttl=64 time=188 ms
64 bytes from 192.168.12.4: icmp_seq=17 ttl=64 time=43.0 ms
64 bytes from 192.168.12.4: icmp_seq=18 ttl=64 time=7.34 ms
64 bytes from 192.168.12.4: icmp_seq=19 ttl=64 time=35.5 ms
64 bytes from 192.168.12.4: icmp_seq=20 ttl=64 time=12.4 ms
64 bytes from 192.168.12.4: icmp_seq=21 ttl=64 time=8.05 ms
64 bytes from 192.168.12.4: icmp_seq=22 ttl=64 time=11.4 ms
64 bytes from 192.168.12.4: icmp_seq=23 ttl=64 time=35.8 ms
64 bytes from 192.168.12.4: icmp_seq=24 ttl=64 time=47.7 ms
64 bytes from 192.168.12.4: icmp_seq=25 ttl=64 time=19.1 ms
64 bytes from 192.168.12.4: icmp_seq=26 ttl=64 time=18.2 ms
64 bytes from 192.168.12.4: icmp_seq=27 ttl=64 time=12.1 ms
64 bytes from 192.168.12.4: icmp_seq=28 ttl=64 time=156 ms
64 bytes from 192.168.12.4: icmp_seq=29 ttl=64 time=63.6 ms
64 bytes from 192.168.12.4: icmp_seq=30 ttl=64 time=36.6 ms
64 bytes from 192.168.12.4: icmp_seq=31 ttl=64 time=66.8 ms
64 bytes from 192.168.12.4: icmp_seq=32 ttl=64 time=31.6 ms
64 bytes from 192.168.12.4: icmp_seq=33 ttl=64 time=28.3 ms
64 bytes from 192.168.12.4: icmp_seq=34 ttl=64 time=30.3 ms
64 bytes from 192.168.12.4: icmp_seq=35 ttl=64 time=6.20 ms
64 bytes from 192.168.12.4: icmp_seq=36 ttl=64 time=5.71 ms
64 bytes from 192.168.12.4: icmp_seq=37 ttl=64 time=11.1 ms
64 bytes from 192.168.12.4: icmp_seq=38 ttl=64 time=7.52 ms
64 bytes from 192.168.12.4: icmp_seq=39 ttl=64 time=8.44 ms
64 bytes from 192.168.12.4: icmp_seq=41 ttl=64 time=9.86 ms
64 bytes from 192.168.12.4: icmp_seq=43 ttl=64 time=92.4 ms
64 bytes from 192.168.12.4: icmp_seq=45 ttl=64 time=90.0 ms
64 bytes from 192.168.12.4: icmp_seq=46 ttl=64 time=9.62 ms
64 bytes from 192.168.12.4: icmp_seq=47 ttl=64 time=102 ms
64 bytes from 192.168.12.4: icmp_seq=48 ttl=64 time=10.8 ms
64 bytes from 192.168.12.4: icmp_seq=50 ttl=64 time=7.25 ms
64 bytes from 192.168.12.4: icmp_seq=51 ttl=64 time=2376 ms
64 bytes from 192.168.12.4: icmp_seq=52 ttl=64 time=2432 ms
64 bytes from 192.168.12.4: icmp_seq=53 ttl=64 time=2359 ms
64 bytes from 192.168.12.4: icmp_seq=55 ttl=64 time=2242 ms
64 bytes from 192.168.12.4: icmp_seq=56 ttl=64 time=2133 ms
64 bytes from 192.168.12.4: icmp_seq=59 ttl=64 time=1860 ms
