PING 192.168.12.4 (192.168.12.4) 1400(1428) bytes of data.
1408 bytes from 192.168.12.4: icmp_seq=1 ttl=64 time=43.0 ms
1408 bytes from 192.168.12.4: icmp_seq=2 ttl=64 time=46.1 ms
1408 bytes from 192.168.12.4: icmp_seq=3 ttl=64 time=194 ms
1408 bytes from 192.168.12.4: icmp_seq=4 ttl=64 time=196 ms
1408 bytes from 192.168.12.4: icmp_seq=5 ttl=64 time=97.8 ms
1408 bytes from 192.168.12.4: icmp_seq=6 ttl=64 time=25.2 ms
1408 bytes from 192.168.12.4: icmp_seq=7 ttl=64 time=13.8 ms
1408 bytes from 192.168.12.4: icmp_seq=8 ttl=64 time=22.0 ms
1408 bytes from 192.168.12.4: icmp_seq=9 ttl=64 time=183 ms
1408 bytes from 192.168.12.4: icmp_seq=10 ttl=64 time=143 ms
1408 bytes from 192.168.12.4: icmp_seq=11 ttl=64 time=154 ms
1408 bytes from 192.168.12.4: icmp_seq=12 ttl=64 time=59.3 ms
1408 bytes from 192.168.12.4: icmp_seq=13 ttl=64 time=20.5 ms
1408 bytes from 192.168.12.4: icmp_seq=14 ttl=64 time=50.4 ms
1408 bytes from 192.168.12.4: icmp_seq=15 ttl=64 time=66.3 ms
1408 bytes from 192.168.12.4: icmp_seq=16 ttl=64 time=29.5 ms
1408 bytes from 192.168.12.4: icmp_seq=17 ttl=64 time=19.7 ms
1408 bytes from 192.168.12.4: icmp_seq=18 ttl=64 time=18.3 ms
1408 bytes from 192.168.12.4: icmp_seq=19 ttl=64 time=33.8 ms
1408 bytes from 192.168.12.4: icmp_seq=20 ttl=64 time=18.2 ms
1408 bytes from 192.168.12.4: icmp_seq=21 ttl=64 time=135 ms
1408 bytes from 192.168.12.4: icmp_seq=22 ttl=64 time=55.6 ms
1408 bytes from 192.168.12.4: icmp_seq=23 ttl=64 time=99.8 ms
1408 bytes from 192.168.12.4: icmp_seq=24 ttl=64 time=1054 ms
1408 bytes from 192.168.12.4: icmp_seq=25 ttl=64 time=1045 ms
1408 bytes from 192.168.12.4: icmp_seq=26 ttl=64 time=939 ms
1408 bytes from 192.168.12.4: icmp_seq=27 ttl=64 time=838 ms
1408 bytes from 192.168.12.4: icmp_seq=28 ttl=64 time=731 ms
1408 bytes from 192.168.12.4: icmp_seq=29 ttl=64 time=675 ms
1408 bytes from 192.168.12.4: icmp_seq=30 ttl=64 time=585 ms
1408 bytes from 192.168.12.4: icmp_seq=31 ttl=64 time=477 ms
1408 bytes from 192.168.12.4: icmp_seq=32 ttl=64 time=369 ms
1408 bytes from 192.168.12.4: icmp_seq=33 ttl=64 time=264 ms
1408 bytes from 192.168.12.4: icmp_seq=34 ttl=64 time=168 ms
1408 bytes from 192.168.12.4: icmp_seq=35 ttl=64 time=79.5 ms
1408 bytes from 192.168.12.4: icmp_seq=36 ttl=64 time=32.1 ms
1408 bytes from 192.168.12.4: icmp_seq=37 ttl=64 time=33.1 ms
1408 bytes from 192.168.12.4: icmp_seq=38 ttl=64 time=19.3 ms
1408 bytes from 192.168.12.4: icmp_seq=39 ttl=64 time=29.3 ms
1408 bytes from 192.168.12.4: icmp_seq=40 ttl=64 time=38.4 ms
1408 bytes from 192.168.12.4: icmp_seq=41 ttl=64 time=58.2 ms
1408 bytes from 192.168.12.4: icmp_seq=42 ttl=64 time=86.6 ms
1408 bytes from 192.168.12.4: icmp_seq=43 ttl=64 time=66.1 ms
1408 bytes from 192.168.12.4: icmp_seq=44 ttl=64 time=69.5 ms
1408 bytes from 192.168.12.4: icmp_seq=45 ttl=64 time=22.9 ms
1408 bytes from 192.168.12.4: icmp_seq=46 ttl=64 time=18.0 ms
1408 bytes from 192.168.12.4: icmp_seq=48 ttl=64 time=18.3 ms
1408 bytes from 192.168.12.4: icmp_seq=49 ttl=64 time=23.1 ms
1408 bytes from 192.168.12.4: icmp_seq=50 ttl=64 time=25.7 ms
1408 bytes from 192.168.12.4: icmp_seq=51 ttl=64 time=54.1 ms
1408 bytes from 192.168.12.4: icmp_seq=52 ttl=64 time=30.9 ms
1408 bytes from 192.168.12.4: icmp_seq=53 ttl=64 time=46.3 ms
1408 bytes from 192.168.12.4: icmp_seq=54 ttl=64 time=24.2 ms
1408 bytes from 192.168.12.4: icmp_seq=55 ttl=64 time=72.7 ms
1408 bytes from 192.168.12.4: icmp_seq=56 ttl=64 time=35.9 ms
1408 bytes from 192.168.12.4: icmp_seq=57 ttl=64 time=82.3 ms
1408 bytes from 192.168.12.4: icmp_seq=58 ttl=64 time=42.3 ms
1408 bytes from 192.168.12.4: icmp_seq=59 ttl=64 time=78.2 ms
1408 bytes from 192.168.12.4: icmp_seq=60 ttl=64 time=130 ms
1408 bytes from 192.168.12.4: icmp_seq=61 ttl=64 time=38.3 ms
1408 bytes from 192.168.12.4: icmp_seq=62 ttl=64 time=19.1 ms
1408 bytes from 192.168.12.4: icmp_seq=63 ttl=64 time=26.7 ms
1408 bytes from 192.168.12.4: icmp_seq=64 ttl=64 time=18.1 ms
1408 bytes from 192.168.12.4: icmp_seq=65 ttl=64 time=23.2 ms
1408 bytes from 192.168.12.4: icmp_seq=66 ttl=64 time=32.4 ms
1408 bytes from 192.168.12.4: icmp_seq=67 ttl=64 time=19.9 ms
1408 bytes from 192.168.12.4: icmp_seq=68 ttl=64 time=22.4 ms
1408 bytes from 192.168.12.4: icmp_seq=69 ttl=64 time=185 ms
1408 bytes from 192.168.12.4: icmp_seq=70 ttl=64 time=210 ms
1408 bytes from 192.168.12.4: icmp_seq=71 ttl=64 time=285 ms
1408 bytes from 192.168.12.4: icmp_seq=72 ttl=64 time=530 ms
1408 bytes from 192.168.12.4: icmp_seq=73 ttl=64 time=488 ms
1408 bytes from 192.168.12.4: icmp_seq=74 ttl=64 time=1310 ms
1408 bytes from 192.168.12.4: icmp_seq=75 ttl=64 time=1291 ms
1408 bytes from 192.168.12.4: icmp_seq=76 ttl=64 time=1195 ms
1408 bytes from 192.168.12.4: icmp_seq=77 ttl=64 time=1094 ms
1408 bytes from 192.168.12.4: icmp_seq=78 ttl=64 time=1305 ms
1408 bytes from 192.168.12.4: icmp_seq=79 ttl=64 time=1486 ms
1408 bytes from 192.168.12.4: icmp_seq=80 ttl=64 time=1377 ms
1408 bytes from 192.168.12.4: icmp_seq=81 ttl=64 time=1281 ms
1408 bytes from 192.168.12.4: icmp_seq=82 ttl=64 time=1185 ms
1408 bytes from 192.168.12.4: icmp_seq=83 ttl=64 time=1077 ms
1408 bytes from 192.168.12.4: icmp_seq=84 ttl=64 time=980 ms
1408 bytes from 192.168.12.4: icmp_seq=85 ttl=64 time=874 ms
1408 bytes from 192.168.12.4: icmp_seq=86 ttl=64 time=821 ms
1408 bytes from 192.168.12.4: icmp_seq=88 ttl=64 time=671 ms
1408 bytes from 192.168.12.4: icmp_seq=90 ttl=64 time=455 ms
1408 bytes from 192.168.12.4: icmp_seq=91 ttl=64 time=356 ms
1408 bytes from 192.168.12.4: icmp_seq=92 ttl=64 time=301 ms
1408 bytes from 192.168.12.4: icmp_seq=93 ttl=64 time=210 ms
1408 bytes from 192.168.12.4: icmp_seq=94 ttl=64 time=110 ms
1408 bytes from 192.168.12.4: icmp_seq=95 ttl=64 time=37.7 ms
1408 bytes from 192.168.12.4: icmp_seq=96 ttl=64 time=26.0 ms
1408 bytes from 192.168.12.4: icmp_seq=97 ttl=64 time=30.0 ms
1408 bytes from 192.168.12.4: icmp_seq=98 ttl=64 time=24.3 ms
1408 bytes from 192.168.12.4: icmp_seq=99 ttl=64 time=446 ms
1408 bytes from 192.168.12.4: icmp_seq=100 ttl=64 time=361 ms

--- 192.168.12.4 ping statistics ---
100 packets transmitted, 97 received, 3% packet loss, time 10230ms
rtt min/avg/max/mdev = 13.843/312.509/1486.174/416.117 ms, pipe 14
