PING 192.168.12.4 (192.168.12.4) 56(84) bytes of data.
64 bytes from 192.168.12.4: icmp_seq=1 ttl=64 time=9.94 ms
64 bytes from 192.168.12.4: icmp_seq=2 ttl=64 time=30.1 ms
64 bytes from 192.168.12.4: icmp_seq=3 ttl=64 time=6.11 ms
64 bytes from 192.168.12.4: icmp_seq=4 ttl=64 time=4.57 ms
64 bytes from 192.168.12.4: icmp_seq=5 ttl=64 time=19.2 ms
64 bytes from 192.168.12.4: icmp_seq=6 ttl=64 time=6.05 ms
64 bytes from 192.168.12.4: icmp_seq=7 ttl=64 time=5.70 ms
64 bytes from 192.168.12.4: icmp_seq=8 ttl=64 time=8.19 ms
64 bytes from 192.168.12.4: icmp_seq=9 ttl=64 time=41.8 ms
64 bytes from 192.168.12.4: icmp_seq=10 ttl=64 time=4.81 ms
64 bytes from 192.168.12.4: icmp_seq=11 ttl=64 time=18.6 ms
64 bytes from 192.168.12.4: icmp_seq=12 ttl=64 time=5.15 ms
64 bytes from 192.168.12.4: icmp_seq=13 ttl=64 time=21.0 ms
64 bytes from 192.168.12.4: icmp_seq=14 ttl=64 time=12.5 ms
64 bytes from 192.168.12.4: icmp_seq=15 ttl=64 time=33.7 ms
64 bytes from 192.168.12.4: icmp_seq=16 ttl=64 time=5.26 ms
64 bytes from 192.168.12.4: icmp_seq=17 ttl=64 time=22.7 ms
64 bytes from 192.168.12.4: icmp_seq=18 ttl=64 time=6.50 ms
64 bytes from 192.168.12.4: icmp_seq=19 ttl=64 time=42.1 ms
64 bytes from 192.168.12.4: icmp_seq=20 ttl=64 time=9.74 ms
64 bytes from 192.168.12.4: icmp_seq=21 ttl=64 time=15.2 ms
64 bytes from 192.168.12.4: icmp_seq=22 ttl=64 time=5.41 ms
64 bytes from 192.168.12.4: icmp_seq=23 ttl=64 time=37.4 ms
64 bytes from 192.168.12.4: icmp_seq=24 ttl=64 time=4.96 ms
64 bytes from 192.168.12.4: icmp_seq=25 ttl=64 time=29.9 ms
64 bytes from 192.168.12.4: icmp_seq=26 ttl=64 time=5.02 ms
64 bytes from 192.168.12.4: icmp_seq=28 ttl=64 time=7.74 ms
64 bytes from 192.168.12.4: icmp_seq=29 ttl=64 time=35.2 ms
64 bytes from 192.168.12.4: icmp_seq=30 ttl=64 time=14.1 ms
64 bytes from 192.168.12.4: icmp_seq=31 ttl=64 time=8.21 ms
64 bytes from 192.168.12.4: icmp_seq=32 ttl=64 time=6.73 ms
64 bytes from 192.168.12.4: icmp_seq=33 ttl=64 time=42.7 ms
64 bytes from 192.168.12.4: icmp_seq=34 ttl=64 time=6.44 ms
64 bytes from 192.168.12.4: icmp_seq=35 ttl=64 time=64.3 ms
64 bytes from 192.168.12.4: icmp_seq=36 ttl=64 time=22.0 ms
64 bytes from 192.168.12.4: icmp_seq=37 ttl=64 time=16.0 ms
64 bytes from 192.168.12.4: icmp_seq=38 ttl=64 time=7.74 ms
64 bytes from 192.168.12.4: icmp_seq=39 ttl=64 time=8.61 ms
64 bytes from 192.168.12.4: icmp_seq=40 ttl=64 time=18.8 ms
64 bytes from 192.168.12.4: icmp_seq=41 ttl=64 time=229 ms
64 bytes from 192.168.12.4: icmp_seq=42 ttl=64 time=180 ms
64 bytes from 192.168.12.4: icmp_seq=43 ttl=64 time=70.8 ms
64 bytes from 192.168.12.4: icmp_seq=44 ttl=64 time=8.05 ms
64 bytes from 192.168.12.4: icmp_seq=45 ttl=64 time=30.6 ms
64 bytes from 192.168.12.4: icmp_seq=46 ttl=64 time=25.9 ms
64 bytes from 192.168.12.4: icmp_seq=47 ttl=64 time=14.1 ms
64 bytes from 192.168.12.4: icmp_seq=48 ttl=64 time=4.76 ms
64 bytes from 192.168.12.4: icmp_seq=49 ttl=64 time=13.7 ms
64 bytes from 192.168.12.4: icmp_seq=50 ttl=64 time=7.15 ms
64 bytes from 192.168.12.4: icmp_seq=51 ttl=64 time=35.7 ms
64 bytes from 192.168.12.4: icmp_seq=52 ttl=64 time=35.5 ms
64 bytes from 192.168.12.4: icmp_seq=53 ttl=64 time=11.9 ms
64 bytes from 192.168.12.4: icmp_seq=54 ttl=64 time=30.1 ms
64 bytes from 192.168.12.4: icmp_seq=55 ttl=64 time=29.9 ms
64 bytes from 192.168.12.4: icmp_seq=56 ttl=64 time=383 ms
64 bytes from 192.168.12.4: icmp_seq=57 ttl=64 time=578 ms
64 bytes from 192.168.12.4: icmp_seq=58 ttl=64 time=492 ms
64 bytes from 192.168.12.4: icmp_seq=59 ttl=64 time=394 ms
64 bytes from 192.168.12.4: icmp_seq=60 ttl=64 time=330 ms
64 bytes from 192.168.12.4: icmp_seq=61 ttl=64 time=262 ms
64 bytes from 192.168.12.4: icmp_seq=62 ttl=64 time=156 ms
64 bytes from 192.168.12.4: icmp_seq=63 ttl=64 time=68.0 ms
64 bytes from 192.168.12.4: icmp_seq=64 ttl=64 time=45.9 ms
64 bytes from 192.168.12.4: icmp_seq=65 ttl=64 time=9.99 ms
64 bytes from 192.168.12.4: icmp_seq=66 ttl=64 time=44.1 ms
64 bytes from 192.168.12.4: icmp_seq=67 ttl=64 time=15.4 ms
64 bytes from 192.168.12.4: icmp_seq=68 ttl=64 time=37.6 ms
64 bytes from 192.168.12.4: icmp_seq=69 ttl=64 time=40.2 ms
64 bytes from 192.168.12.4: icmp_seq=70 ttl=64 time=45.7 ms
64 bytes from 192.168.12.4: icmp_seq=71 ttl=64 time=25.7 ms
64 bytes from 192.168.12.4: icmp_seq=72 ttl=64 time=11.4 ms
64 bytes from 192.168.12.4: icmp_seq=73 ttl=64 time=6.43 ms
64 bytes from 192.168.12.4: icmp_seq=74 ttl=64 time=10.2 ms
