PING 192.168.12.4 (192.168.12.4) 1400(1428) bytes of data.
1408 bytes from 192.168.12.4: icmp_seq=1 ttl=64 time=200 ms
1408 bytes from 192.168.12.4: icmp_seq=2 ttl=64 time=106 ms
1408 bytes from 192.168.12.4: icmp_seq=3 ttl=64 time=56.3 ms
1408 bytes from 192.168.12.4: icmp_seq=4 ttl=64 time=10.2 ms
1408 bytes from 192.168.12.4: icmp_seq=5 ttl=64 time=10.9 ms
1408 bytes from 192.168.12.4: icmp_seq=6 ttl=64 time=317 ms
1408 bytes from 192.168.12.4: icmp_seq=7 ttl=64 time=316 ms
1408 bytes from 192.168.12.4: icmp_seq=8 ttl=64 time=314 ms
1408 bytes from 192.168.12.4: icmp_seq=9 ttl=64 time=208 ms
1408 bytes from 192.168.12.4: icmp_seq=11 ttl=64 time=34.6 ms
1408 bytes from 192.168.12.4: icmp_seq=12 ttl=64 time=59.4 ms
1408 bytes from 192.168.12.4: icmp_seq=13 ttl=64 time=26.6 ms
1408 bytes from 192.168.12.4: icmp_seq=14 ttl=64 time=16.6 ms
1408 bytes from 192.168.12.4: icmp_seq=15 ttl=64 time=11.1 ms
1408 bytes from 192.168.12.4: icmp_seq=16 ttl=64 time=42.6 ms
1408 bytes from 192.168.12.4: icmp_seq=17 ttl=64 time=9.63 ms
1408 bytes from 192.168.12.4: icmp_seq=18 ttl=64 time=11.9 ms
1408 bytes from 192.168.12.4: icmp_seq=19 ttl=64 time=18.0 ms
1408 bytes from 192.168.12.4: icmp_seq=20 ttl=64 time=85.0 ms
1408 bytes from 192.168.12.4: icmp_seq=21 ttl=64 time=19.6 ms
1408 bytes from 192.168.12.4: icmp_seq=22 ttl=64 time=101 ms
1408 bytes from 192.168.12.4: icmp_seq=23 ttl=64 time=28.0 ms
1408 bytes from 192.168.12.4: icmp_seq=24 ttl=64 time=8.75 ms
1408 bytes from 192.168.12.4: icmp_seq=25 ttl=64 time=12.3 ms
1408 bytes from 192.168.12.4: icmp_seq=26 ttl=64 time=14.5 ms
1408 bytes from 192.168.12.4: icmp_seq=27 ttl=64 time=62.7 ms
1408 bytes from 192.168.12.4: icmp_seq=28 ttl=64 time=221 ms
1408 bytes from 192.168.12.4: icmp_seq=29 ttl=64 time=178 ms
1408 bytes from 192.168.12.4: icmp_seq=30 ttl=64 time=81.8 ms
1408 bytes from 192.168.12.4: icmp_seq=31 ttl=64 time=11.6 ms
1408 bytes from 192.168.12.4: icmp_seq=32 ttl=64 time=21.8 ms
1408 bytes from 192.168.12.4: icmp_seq=33 ttl=64 time=23.6 ms
1408 bytes from 192.168.12.4: icmp_seq=34 ttl=64 time=13.3 ms
1408 bytes from 192.168.12.4: icmp_seq=35 ttl=64 time=196 ms
1408 bytes from 192.168.12.4: icmp_seq=36 ttl=64 time=94.8 ms
1408 bytes from 192.168.12.4: icmp_seq=37 ttl=64 time=18.7 ms
1408 bytes from 192.168.12.4: icmp_seq=38 ttl=64 time=94.3 ms
1408 bytes from 192.168.12.4: icmp_seq=39 ttl=64 time=17.6 ms
1408 bytes from 192.168.12.4: icmp_seq=40 ttl=64 time=21.0 ms
1408 bytes from 192.168.12.4: icmp_seq=41 ttl=64 time=178 ms
1408 bytes from 192.168.12.4: icmp_seq=42 ttl=64 time=269 ms
