PING 192.168.12.4 (192.168.12.4) 1400(1428) bytes of data.
1408 bytes from 192.168.12.4: icmp_seq=1 ttl=64 time=31.3 ms
1408 bytes from 192.168.12.4: icmp_seq=2 ttl=64 time=62.6 ms
1408 bytes from 192.168.12.4: icmp_seq=3 ttl=64 time=91.4 ms
1408 bytes from 192.168.12.4: icmp_seq=4 ttl=64 time=297 ms
1408 bytes from 192.168.12.4: icmp_seq=5 ttl=64 time=8989 ms
1408 bytes from 192.168.12.4: icmp_seq=6 ttl=64 time=8986 ms
1408 bytes from 192.168.12.4: icmp_seq=7 ttl=64 time=9618 ms
1408 bytes from 192.168.12.4: icmp_seq=9 ttl=64 time=9977 ms
1408 bytes from 192.168.12.4: icmp_seq=10 ttl=64 time=10055 ms
1408 bytes from 192.168.12.4: icmp_seq=11 ttl=64 time=10304 ms
1408 bytes from 192.168.12.4: icmp_seq=12 ttl=64 time=10236 ms
1408 bytes from 192.168.12.4: icmp_seq=13 ttl=64 time=10154 ms
1408 bytes from 192.168.12.4: icmp_seq=14 ttl=64 time=10061 ms
1408 bytes from 192.168.12.4: icmp_seq=15 ttl=64 time=9963 ms
1408 bytes from 192.168.12.4: icmp_seq=17 ttl=64 time=9792 ms
1408 bytes from 192.168.12.4: icmp_seq=19 ttl=64 time=9635 ms
1408 bytes from 192.168.12.4: icmp_seq=20 ttl=64 time=9557 ms
1408 bytes from 192.168.12.4: icmp_seq=21 ttl=64 time=9470 ms
1408 bytes from 192.168.12.4: icmp_seq=22 ttl=64 time=9373 ms
1408 bytes from 192.168.12.4: icmp_seq=23 ttl=64 time=9432 ms
1408 bytes from 192.168.12.4: icmp_seq=24 ttl=64 time=10105 ms
1408 bytes from 192.168.12.4: icmp_seq=25 ttl=64 time=10041 ms
1408 bytes from 192.168.12.4: icmp_seq=26 ttl=64 time=9966 ms
1408 bytes from 192.168.12.4: icmp_seq=27 ttl=64 time=10222 ms
1408 bytes from 192.168.12.4: icmp_seq=28 ttl=64 time=10146 ms
1408 bytes from 192.168.12.4: icmp_seq=29 ttl=64 time=10049 ms
1408 bytes from 192.168.12.4: icmp_seq=30 ttl=64 time=10028 ms
1408 bytes from 192.168.12.4: icmp_seq=33 ttl=64 time=9718 ms
