PING 192.168.12.4 (192.168.12.4) 1400(1428) bytes of data.
1408 bytes from 192.168.12.4: icmp_seq=2 ttl=64 time=45.2 ms
1408 bytes from 192.168.12.4: icmp_seq=3 ttl=64 time=16.2 ms
1408 bytes from 192.168.12.4: icmp_seq=4 ttl=64 time=18.0 ms
1408 bytes from 192.168.12.4: icmp_seq=5 ttl=64 time=27.3 ms
1408 bytes from 192.168.12.4: icmp_seq=6 ttl=64 time=135 ms
1408 bytes from 192.168.12.4: icmp_seq=7 ttl=64 time=30.4 ms
1408 bytes from 192.168.12.4: icmp_seq=8 ttl=64 time=104 ms
1408 bytes from 192.168.12.4: icmp_seq=9 ttl=64 time=31.2 ms
1408 bytes from 192.168.12.4: icmp_seq=10 ttl=64 time=30.9 ms
1408 bytes from 192.168.12.4: icmp_seq=11 ttl=64 time=18.8 ms
1408 bytes from 192.168.12.4: icmp_seq=12 ttl=64 time=65.8 ms
1408 bytes from 192.168.12.4: icmp_seq=13 ttl=64 time=40.3 ms
1408 bytes from 192.168.12.4: icmp_seq=14 ttl=64 time=29.0 ms
1408 bytes from 192.168.12.4: icmp_seq=15 ttl=64 time=21.6 ms
1408 bytes from 192.168.12.4: icmp_seq=16 ttl=64 time=1632 ms
1408 bytes from 192.168.12.4: icmp_seq=17 ttl=64 time=1674 ms
1408 bytes from 192.168.12.4: icmp_seq=19 ttl=64 time=2059 ms
1408 bytes from 192.168.12.4: icmp_seq=20 ttl=64 time=2091 ms
1408 bytes from 192.168.12.4: icmp_seq=21 ttl=64 time=1983 ms
1408 bytes from 192.168.12.4: icmp_seq=22 ttl=64 time=1875 ms
1408 bytes from 192.168.12.4: icmp_seq=23 ttl=64 time=1789 ms
1408 bytes from 192.168.12.4: icmp_seq=24 ttl=64 time=1686 ms
1408 bytes from 192.168.12.4: icmp_seq=25 ttl=64 time=1689 ms
1408 bytes from 192.168.12.4: icmp_seq=26 ttl=64 time=1651 ms
1408 bytes from 192.168.12.4: icmp_seq=27 ttl=64 time=1544 ms
1408 bytes from 192.168.12.4: icmp_seq=28 ttl=64 time=1446 ms
1408 bytes from 192.168.12.4: icmp_seq=29 ttl=64 time=1342 ms
1408 bytes from 192.168.12.4: icmp_seq=30 ttl=64 time=1326 ms
1408 bytes from 192.168.12.4: icmp_seq=31 ttl=64 time=1224 ms
1408 bytes from 192.168.12.4: icmp_seq=32 ttl=64 time=1119 ms
1408 bytes from 192.168.12.4: icmp_seq=33 ttl=64 time=1033 ms
1408 bytes from 192.168.12.4: icmp_seq=34 ttl=64 time=945 ms
1408 bytes from 192.168.12.4: icmp_seq=35 ttl=64 time=849 ms
1408 bytes from 192.168.12.4: icmp_seq=36 ttl=64 time=884 ms
1408 bytes from 192.168.12.4: icmp_seq=37 ttl=64 time=776 ms
1408 bytes from 192.168.12.4: icmp_seq=39 ttl=64 time=926 ms
1408 bytes from 192.168.12.4: icmp_seq=40 ttl=64 time=5120 ms
1408 bytes from 192.168.12.4: icmp_seq=41 ttl=64 time=5375 ms
1408 bytes from 192.168.12.4: icmp_seq=42 ttl=64 time=5426 ms
1408 bytes from 192.168.12.4: icmp_seq=43 ttl=64 time=5365 ms
1408 bytes from 192.168.12.4: icmp_seq=44 ttl=64 time=5330 ms
1408 bytes from 192.168.12.4: icmp_seq=46 ttl=64 time=5259 ms
1408 bytes from 192.168.12.4: icmp_seq=47 ttl=64 time=5165 ms
1408 bytes from 192.168.12.4: icmp_seq=48 ttl=64 time=5064 ms
1408 bytes from 192.168.12.4: icmp_seq=49 ttl=64 time=4964 ms
1408 bytes from 192.168.12.4: icmp_seq=52 ttl=64 time=4636 ms
1408 bytes from 192.168.12.4: icmp_seq=53 ttl=64 time=4531 ms
1408 bytes from 192.168.12.4: icmp_seq=54 ttl=64 time=4529 ms
1408 bytes from 192.168.12.4: icmp_seq=55 ttl=64 time=4428 ms
1408 bytes from 192.168.12.4: icmp_seq=56 ttl=64 time=4386 ms
1408 bytes from 192.168.12.4: icmp_seq=60 ttl=64 time=3949 ms
1408 bytes from 192.168.12.4: icmp_seq=62 ttl=64 time=3756 ms
1408 bytes from 192.168.12.4: icmp_seq=63 ttl=64 time=3855 ms
1408 bytes from 192.168.12.4: icmp_seq=64 ttl=64 time=3788 ms
1408 bytes from 192.168.12.4: icmp_seq=68 ttl=64 time=3402 ms
1408 bytes from 192.168.12.4: icmp_seq=70 ttl=64 time=5029 ms
1408 bytes from 192.168.12.4: icmp_seq=72 ttl=64 time=4902 ms
1408 bytes from 192.168.12.4: icmp_seq=74 ttl=64 time=4784 ms
1408 bytes from 192.168.12.4: icmp_seq=75 ttl=64 time=4745 ms
1408 bytes from 192.168.12.4: icmp_seq=77 ttl=64 time=4531 ms
1408 bytes from 192.168.12.4: icmp_seq=78 ttl=64 time=5804 ms
1408 bytes from 192.168.12.4: icmp_seq=79 ttl=64 time=5751 ms
1408 bytes from 192.168.12.4: icmp_seq=80 ttl=64 time=7078 ms
1408 bytes from 192.168.12.4: icmp_seq=81 ttl=64 time=6985 ms
1408 bytes from 192.168.12.4: icmp_seq=82 ttl=64 time=6878 ms
1408 bytes from 192.168.12.4: icmp_seq=83 ttl=64 time=6946 ms
1408 bytes from 192.168.12.4: icmp_seq=84 ttl=64 time=6841 ms
1408 bytes from 192.168.12.4: icmp_seq=85 ttl=64 time=6737 ms
1408 bytes from 192.168.12.4: icmp_seq=86 ttl=64 time=6632 ms
1408 bytes from 192.168.12.4: icmp_seq=87 ttl=64 time=6530 ms
1408 bytes from 192.168.12.4: icmp_seq=88 ttl=64 time=6432 ms
1408 bytes from 192.168.12.4: icmp_seq=89 ttl=64 time=6350 ms
1408 bytes from 192.168.12.4: icmp_seq=90 ttl=64 time=6241 ms
1408 bytes from 192.168.12.4: icmp_seq=91 ttl=64 time=6190 ms
1408 bytes from 192.168.12.4: icmp_seq=92 ttl=64 time=6380 ms
1408 bytes from 192.168.12.4: icmp_seq=93 ttl=64 time=6283 ms
1408 bytes from 192.168.12.4: icmp_seq=94 ttl=64 time=6180 ms
1408 bytes from 192.168.12.4: icmp_seq=95 ttl=64 time=6099 ms
1408 bytes from 192.168.12.4: icmp_seq=96 ttl=64 time=6000 ms
1408 bytes from 192.168.12.4: icmp_seq=97 ttl=64 time=5904 ms
1408 bytes from 192.168.12.4: icmp_seq=99 ttl=64 time=5710 ms
1408 bytes from 192.168.12.4: icmp_seq=100 ttl=64 time=5625 ms

--- 192.168.12.4 ping statistics ---
100 packets transmitted, 82 received, 18% packet loss, time 10590ms
rtt min/avg/max/mdev = 16.219/3464.492/7078.457/2439.770 ms, pipe 50
