PING 192.168.12.4 (192.168.12.4) 56(84) bytes of data.
64 bytes from 192.168.12.4: icmp_seq=1 ttl=64 time=12.2 ms
64 bytes from 192.168.12.4: icmp_seq=3 ttl=64 time=383 ms
64 bytes from 192.168.12.4: icmp_seq=4 ttl=64 time=448 ms
64 bytes from 192.168.12.4: icmp_seq=5 ttl=64 time=345 ms
64 bytes from 192.168.12.4: icmp_seq=7 ttl=64 time=137 ms
64 bytes from 192.168.12.4: icmp_seq=8 ttl=64 time=31.7 ms
64 bytes from 192.168.12.4: icmp_seq=9 ttl=64 time=44.2 ms
64 bytes from 192.168.12.4: icmp_seq=10 ttl=64 time=41.2 ms
64 bytes from 192.168.12.4: icmp_seq=11 ttl=64 time=33.4 ms
64 bytes from 192.168.12.4: icmp_seq=12 ttl=64 time=7.25 ms
64 bytes from 192.168.12.4: icmp_seq=13 ttl=64 time=47.6 ms
64 bytes from 192.168.12.4: icmp_seq=14 ttl=64 time=17.8 ms
64 bytes from 192.168.12.4: icmp_seq=15 ttl=64 time=14.1 ms
64 bytes from 192.168.12.4: icmp_seq=16 ttl=64 time=44.7 ms
64 bytes from 192.168.12.4: icmp_seq=17 ttl=64 time=15.4 ms
64 bytes from 192.168.12.4: icmp_seq=18 ttl=64 time=18.9 ms
64 bytes from 192.168.12.4: icmp_seq=19 ttl=64 time=5.87 ms
64 bytes from 192.168.12.4: icmp_seq=20 ttl=64 time=14.0 ms
64 bytes from 192.168.12.4: icmp_seq=22 ttl=64 time=30.1 ms
64 bytes from 192.168.12.4: icmp_seq=23 ttl=64 time=84.0 ms
64 bytes from 192.168.12.4: icmp_seq=24 ttl=64 time=2247 ms
64 bytes from 192.168.12.4: icmp_seq=25 ttl=64 time=2189 ms
64 bytes from 192.168.12.4: icmp_seq=26 ttl=64 time=2128 ms
64 bytes from 192.168.12.4: icmp_seq=27 ttl=64 time=2023 ms
64 bytes from 192.168.12.4: icmp_seq=28 ttl=64 time=1924 ms
64 bytes from 192.168.12.4: icmp_seq=29 ttl=64 time=1815 ms
64 bytes from 192.168.12.4: icmp_seq=30 ttl=64 time=1707 ms
64 bytes from 192.168.12.4: icmp_seq=31 ttl=64 time=1669 ms
64 bytes from 192.168.12.4: icmp_seq=32 ttl=64 time=2248 ms
64 bytes from 192.168.12.4: icmp_seq=33 ttl=64 time=2143 ms
64 bytes from 192.168.12.4: icmp_seq=35 ttl=64 time=1925 ms
64 bytes from 192.168.12.4: icmp_seq=37 ttl=64 time=1711 ms
64 bytes from 192.168.12.4: icmp_seq=39 ttl=64 time=1907 ms
64 bytes from 192.168.12.4: icmp_seq=40 ttl=64 time=1799 ms
64 bytes from 192.168.12.4: icmp_seq=41 ttl=64 time=1691 ms
64 bytes from 192.168.12.4: icmp_seq=42 ttl=64 time=1583 ms
64 bytes from 192.168.12.4: icmp_seq=43 ttl=64 time=1478 ms
64 bytes from 192.168.12.4: icmp_seq=44 ttl=64 time=1372 ms
64 bytes from 192.168.12.4: icmp_seq=45 ttl=64 time=1266 ms
64 bytes from 192.168.12.4: icmp_seq=46 ttl=64 time=1268 ms
64 bytes from 192.168.12.4: icmp_seq=47 ttl=64 time=1245 ms
64 bytes from 192.168.12.4: icmp_seq=48 ttl=64 time=1140 ms
