PING 192.168.12.4 (192.168.12.4) 56(84) bytes of data.
64 bytes from 192.168.12.4: icmp_seq=1 ttl=64 time=1689 ms
64 bytes from 192.168.12.4: icmp_seq=3 ttl=64 time=2424 ms
64 bytes from 192.168.12.4: icmp_seq=4 ttl=64 time=2649 ms
64 bytes from 192.168.12.4: icmp_seq=5 ttl=64 time=2814 ms
64 bytes from 192.168.12.4: icmp_seq=7 ttl=64 time=2728 ms
64 bytes from 192.168.12.4: icmp_seq=8 ttl=64 time=2623 ms
64 bytes from 192.168.12.4: icmp_seq=9 ttl=64 time=3604 ms
64 bytes from 192.168.12.4: icmp_seq=11 ttl=64 time=3418 ms
64 bytes from 192.168.12.4: icmp_seq=12 ttl=64 time=3310 ms
64 bytes from 192.168.12.4: icmp_seq=13 ttl=64 time=3200 ms
64 bytes from 192.168.12.4: icmp_seq=14 ttl=64 time=3091 ms
64 bytes from 192.168.12.4: icmp_seq=15 ttl=64 time=2986 ms
64 bytes from 192.168.12.4: icmp_seq=18 ttl=64 time=2677 ms
64 bytes from 192.168.12.4: icmp_seq=19 ttl=64 time=2570 ms
64 bytes from 192.168.12.4: icmp_seq=21 ttl=64 time=2363 ms
64 bytes from 192.168.12.4: icmp_seq=22 ttl=64 time=2260 ms
64 bytes from 192.168.12.4: icmp_seq=23 ttl=64 time=2151 ms
64 bytes from 192.168.12.4: icmp_seq=24 ttl=64 time=2055 ms
64 bytes from 192.168.12.4: icmp_seq=25 ttl=64 time=1956 ms
64 bytes from 192.168.12.4: icmp_seq=26 ttl=64 time=1858 ms
64 bytes from 192.168.12.4: icmp_seq=27 ttl=64 time=1751 ms
64 bytes from 192.168.12.4: icmp_seq=28 ttl=64 time=1645 ms
64 bytes from 192.168.12.4: icmp_seq=29 ttl=64 time=1548 ms
64 bytes from 192.168.12.4: icmp_seq=30 ttl=64 time=1440 ms
64 bytes from 192.168.12.4: icmp_seq=31 ttl=64 time=1337 ms
64 bytes from 192.168.12.4: icmp_seq=32 ttl=64 time=1233 ms
64 bytes from 192.168.12.4: icmp_seq=33 ttl=64 time=1133 ms
64 bytes from 192.168.12.4: icmp_seq=34 ttl=64 time=1025 ms
64 bytes from 192.168.12.4: icmp_seq=37 ttl=64 time=696 ms
64 bytes from 192.168.12.4: icmp_seq=38 ttl=64 time=632 ms
64 bytes from 192.168.12.4: icmp_seq=41 ttl=64 time=321 ms
64 bytes from 192.168.12.4: icmp_seq=42 ttl=64 time=229 ms
64 bytes from 192.168.12.4: icmp_seq=43 ttl=64 time=129 ms
64 bytes from 192.168.12.4: icmp_seq=44 ttl=64 time=31.1 ms
64 bytes from 192.168.12.4: icmp_seq=45 ttl=64 time=13.4 ms
64 bytes from 192.168.12.4: icmp_seq=46 ttl=64 time=19.5 ms
64 bytes from 192.168.12.4: icmp_seq=47 ttl=64 time=8.57 ms
64 bytes from 192.168.12.4: icmp_seq=48 ttl=64 time=59.6 ms
64 bytes from 192.168.12.4: icmp_seq=49 ttl=64 time=39.4 ms
64 bytes from 192.168.12.4: icmp_seq=50 ttl=64 time=15.4 ms
64 bytes from 192.168.12.4: icmp_seq=51 ttl=64 time=49.7 ms
64 bytes from 192.168.12.4: icmp_seq=52 ttl=64 time=50.2 ms
64 bytes from 192.168.12.4: icmp_seq=53 ttl=64 time=50.0 ms
64 bytes from 192.168.12.4: icmp_seq=54 ttl=64 time=57.2 ms
