PING 192.168.12.4 (192.168.12.4) 1400(1428) bytes of data.
1408 bytes from 192.168.12.4: icmp_seq=1 ttl=64 time=179 ms
1408 bytes from 192.168.12.4: icmp_seq=5 ttl=64 time=189 ms
1408 bytes from 192.168.12.4: icmp_seq=10 ttl=64 time=248 ms
1408 bytes from 192.168.12.4: icmp_seq=28 ttl=64 time=715 ms
1408 bytes from 192.168.12.4: icmp_seq=30 ttl=64 time=674 ms
1408 bytes from 192.168.12.4: icmp_seq=31 ttl=64 time=731 ms
1408 bytes from 192.168.12.4: icmp_seq=32 ttl=64 time=635 ms
1408 bytes from 192.168.12.4: icmp_seq=33 ttl=64 time=538 ms
1408 bytes from 192.168.12.4: icmp_seq=34 ttl=64 time=447 ms
1408 bytes from 192.168.12.4: icmp_seq=35 ttl=64 time=394 ms
1408 bytes from 192.168.12.4: icmp_seq=47 ttl=64 time=108 ms
1408 bytes from 192.168.12.4: icmp_seq=48 ttl=64 time=65.0 ms
1408 bytes from 192.168.12.4: icmp_seq=51 ttl=64 time=306 ms
1408 bytes from 192.168.12.4: icmp_seq=53 ttl=64 time=538 ms
1408 bytes from 192.168.12.4: icmp_seq=54 ttl=64 time=483 ms
1408 bytes from 192.168.12.4: icmp_seq=55 ttl=64 time=500 ms
1408 bytes from 192.168.12.4: icmp_seq=56 ttl=64 time=416 ms
1408 bytes from 192.168.12.4: icmp_seq=57 ttl=64 time=319 ms
1408 bytes from 192.168.12.4: icmp_seq=58 ttl=64 time=469 ms
1408 bytes from 192.168.12.4: icmp_seq=60 ttl=64 time=364 ms
1408 bytes from 192.168.12.4: icmp_seq=62 ttl=64 time=265 ms
1408 bytes from 192.168.12.4: icmp_seq=63 ttl=64 time=255 ms
1408 bytes from 192.168.12.4: icmp_seq=64 ttl=64 time=258 ms
1408 bytes from 192.168.12.4: icmp_seq=65 ttl=64 time=171 ms
1408 bytes from 192.168.12.4: icmp_seq=66 ttl=64 time=93.7 ms
1408 bytes from 192.168.12.4: icmp_seq=67 ttl=64 time=162 ms
1408 bytes from 192.168.12.4: icmp_seq=68 ttl=64 time=1004 ms
1408 bytes from 192.168.12.4: icmp_seq=70 ttl=64 time=806 ms
1408 bytes from 192.168.12.4: icmp_seq=71 ttl=64 time=964 ms
1408 bytes from 192.168.12.4: icmp_seq=72 ttl=64 time=925 ms
1408 bytes from 192.168.12.4: icmp_seq=73 ttl=64 time=828 ms
1408 bytes from 192.168.12.4: icmp_seq=74 ttl=64 time=837 ms
1408 bytes from 192.168.12.4: icmp_seq=75 ttl=64 time=743 ms
1408 bytes from 192.168.12.4: icmp_seq=76 ttl=64 time=822 ms
1408 bytes from 192.168.12.4: icmp_seq=77 ttl=64 time=1043 ms
1408 bytes from 192.168.12.4: icmp_seq=78 ttl=64 time=1408 ms
1408 bytes from 192.168.12.4: icmp_seq=79 ttl=64 time=1328 ms
1408 bytes from 192.168.12.4: icmp_seq=80 ttl=64 time=2427 ms
1408 bytes from 192.168.12.4: icmp_seq=81 ttl=64 time=2339 ms
1408 bytes from 192.168.12.4: icmp_seq=82 ttl=64 time=2247 ms
1408 bytes from 192.168.12.4: icmp_seq=84 ttl=64 time=2054 ms
1408 bytes from 192.168.12.4: icmp_seq=85 ttl=64 time=1958 ms
1408 bytes from 192.168.12.4: icmp_seq=87 ttl=64 time=1876 ms
1408 bytes from 192.168.12.4: icmp_seq=88 ttl=64 time=1799 ms
1408 bytes from 192.168.12.4: icmp_seq=89 ttl=64 time=1715 ms
1408 bytes from 192.168.12.4: icmp_seq=90 ttl=64 time=1618 ms
1408 bytes from 192.168.12.4: icmp_seq=91 ttl=64 time=1561 ms
1408 bytes from 192.168.12.4: icmp_seq=92 ttl=64 time=1537 ms
1408 bytes from 192.168.12.4: icmp_seq=93 ttl=64 time=1455 ms
1408 bytes from 192.168.12.4: icmp_seq=95 ttl=64 time=1251 ms
1408 bytes from 192.168.12.4: icmp_seq=97 ttl=64 time=1070 ms
1408 bytes from 192.168.12.4: icmp_seq=98 ttl=64 time=986 ms
1408 bytes from 192.168.12.4: icmp_seq=99 ttl=64 time=908 ms

--- 192.168.12.4 ping statistics ---
100 packets transmitted, 53 received, 47% packet loss, time 10735ms
rtt min/avg/max/mdev = 65.060/887.859/2427.136/641.415 ms, pipe 21
