PING 192.168.12.4 (192.168.12.4) 1400(1428) bytes of data.
1408 bytes from 192.168.12.4: icmp_seq=1 ttl=64 time=16.0 ms
1408 bytes from 192.168.12.4: icmp_seq=2 ttl=64 time=57.0 ms
1408 bytes from 192.168.12.4: icmp_seq=3 ttl=64 time=8.30 ms
1408 bytes from 192.168.12.4: icmp_seq=4 ttl=64 time=528 ms
1408 bytes from 192.168.12.4: icmp_seq=5 ttl=64 time=433 ms
1408 bytes from 192.168.12.4: icmp_seq=6 ttl=64 time=483 ms
1408 bytes from 192.168.12.4: icmp_seq=7 ttl=64 time=640 ms
1408 bytes from 192.168.12.4: icmp_seq=8 ttl=64 time=549 ms
1408 bytes from 192.168.12.4: icmp_seq=10 ttl=64 time=6477 ms
1408 bytes from 192.168.12.4: icmp_seq=11 ttl=64 time=6407 ms
1408 bytes from 192.168.12.4: icmp_seq=12 ttl=64 time=6301 ms
1408 bytes from 192.168.12.4: icmp_seq=13 ttl=64 time=6302 ms
1408 bytes from 192.168.12.4: icmp_seq=14 ttl=64 time=6214 ms
1408 bytes from 192.168.12.4: icmp_seq=18 ttl=64 time=5794 ms
1408 bytes from 192.168.12.4: icmp_seq=19 ttl=64 time=5692 ms
1408 bytes from 192.168.12.4: icmp_seq=20 ttl=64 time=5588 ms
1408 bytes from 192.168.12.4: icmp_seq=21 ttl=64 time=5485 ms
1408 bytes from 192.168.12.4: icmp_seq=29 ttl=64 time=4654 ms
1408 bytes from 192.168.12.4: icmp_seq=30 ttl=64 time=4585 ms
1408 bytes from 192.168.12.4: icmp_seq=31 ttl=64 time=4548 ms
1408 bytes from 192.168.12.4: icmp_seq=32 ttl=64 time=4443 ms
1408 bytes from 192.168.12.4: icmp_seq=36 ttl=64 time=4012 ms
1408 bytes from 192.168.12.4: icmp_seq=37 ttl=64 time=3906 ms
1408 bytes from 192.168.12.4: icmp_seq=39 ttl=64 time=3756 ms
1408 bytes from 192.168.12.4: icmp_seq=40 ttl=64 time=3732 ms
1408 bytes from 192.168.12.4: icmp_seq=41 ttl=64 time=8370 ms
1408 bytes from 192.168.12.4: icmp_seq=42 ttl=64 time=8277 ms
1408 bytes from 192.168.12.4: icmp_seq=43 ttl=64 time=8191 ms
1408 bytes from 192.168.12.4: icmp_seq=44 ttl=64 time=8888 ms
1408 bytes from 192.168.12.4: icmp_seq=45 ttl=64 time=8897 ms
1408 bytes from 192.168.12.4: icmp_seq=46 ttl=64 time=8862 ms
1408 bytes from 192.168.12.4: icmp_seq=47 ttl=64 time=8887 ms
1408 bytes from 192.168.12.4: icmp_seq=48 ttl=64 time=8848 ms
1408 bytes from 192.168.12.4: icmp_seq=49 ttl=64 time=9558 ms
1408 bytes from 192.168.12.4: icmp_seq=50 ttl=64 time=9466 ms
1408 bytes from 192.168.12.4: icmp_seq=51 ttl=64 time=9440 ms
1408 bytes from 192.168.12.4: icmp_seq=52 ttl=64 time=9396 ms
1408 bytes from 192.168.12.4: icmp_seq=53 ttl=64 time=9490 ms
1408 bytes from 192.168.12.4: icmp_seq=54 ttl=64 time=9418 ms
1408 bytes from 192.168.12.4: icmp_seq=55 ttl=64 time=9313 ms
1408 bytes from 192.168.12.4: icmp_seq=56 ttl=64 time=9206 ms
1408 bytes from 192.168.12.4: icmp_seq=57 ttl=64 time=9169 ms
1408 bytes from 192.168.12.4: icmp_seq=59 ttl=64 time=8959 ms
1408 bytes from 192.168.12.4: icmp_seq=60 ttl=64 time=8854 ms
1408 bytes from 192.168.12.4: icmp_seq=61 ttl=64 time=8764 ms
1408 bytes from 192.168.12.4: icmp_seq=62 ttl=64 time=8657 ms
1408 bytes from 192.168.12.4: icmp_seq=63 ttl=64 time=8578 ms
1408 bytes from 192.168.12.4: icmp_seq=64 ttl=64 time=8475 ms
1408 bytes from 192.168.12.4: icmp_seq=65 ttl=64 time=8369 ms
1408 bytes from 192.168.12.4: icmp_seq=66 ttl=64 time=8272 ms
1408 bytes from 192.168.12.4: icmp_seq=67 ttl=64 time=8189 ms
1408 bytes from 192.168.12.4: icmp_seq=68 ttl=64 time=8081 ms
1408 bytes from 192.168.12.4: icmp_seq=69 ttl=64 time=7973 ms
1408 bytes from 192.168.12.4: icmp_seq=70 ttl=64 time=7960 ms
1408 bytes from 192.168.12.4: icmp_seq=71 ttl=64 time=7980 ms
1408 bytes from 192.168.12.4: icmp_seq=72 ttl=64 time=7882 ms
1408 bytes from 192.168.12.4: icmp_seq=73 ttl=64 time=7783 ms
1408 bytes from 192.168.12.4: icmp_seq=74 ttl=64 time=7684 ms
1408 bytes from 192.168.12.4: icmp_seq=75 ttl=64 time=7634 ms
1408 bytes from 192.168.12.4: icmp_seq=76 ttl=64 time=7536 ms
1408 bytes from 192.168.12.4: icmp_seq=77 ttl=64 time=7428 ms
1408 bytes from 192.168.12.4: icmp_seq=79 ttl=64 time=7231 ms
1408 bytes from 192.168.12.4: icmp_seq=80 ttl=64 time=7132 ms
1408 bytes from 192.168.12.4: icmp_seq=81 ttl=64 time=7024 ms
1408 bytes from 192.168.12.4: icmp_seq=82 ttl=64 time=6938 ms
1408 bytes from 192.168.12.4: icmp_seq=83 ttl=64 time=6830 ms
1408 bytes from 192.168.12.4: icmp_seq=84 ttl=64 time=6768 ms
1408 bytes from 192.168.12.4: icmp_seq=85 ttl=64 time=6679 ms
1408 bytes from 192.168.12.4: icmp_seq=86 ttl=64 time=6571 ms
1408 bytes from 192.168.12.4: icmp_seq=87 ttl=64 time=6463 ms
1408 bytes from 192.168.12.4: icmp_seq=88 ttl=64 time=6365 ms
1408 bytes from 192.168.12.4: icmp_seq=89 ttl=64 time=6360 ms
1408 bytes from 192.168.12.4: icmp_seq=90 ttl=64 time=6258 ms
1408 bytes from 192.168.12.4: icmp_seq=91 ttl=64 time=6152 ms
1408 bytes from 192.168.12.4: icmp_seq=92 ttl=64 time=6044 ms
1408 bytes from 192.168.12.4: icmp_seq=93 ttl=64 time=5940 ms
1408 bytes from 192.168.12.4: icmp_seq=94 ttl=64 time=5839 ms
1408 bytes from 192.168.12.4: icmp_seq=95 ttl=64 time=5732 ms
1408 bytes from 192.168.12.4: icmp_seq=96 ttl=64 time=5625 ms
1408 bytes from 192.168.12.4: icmp_seq=99 ttl=64 time=5297 ms
1408 bytes from 192.168.12.4: icmp_seq=100 ttl=64 time=5189 ms

--- 192.168.12.4 ping statistics ---
100 packets transmitted, 81 received, 19% packet loss, time 10764ms
rtt min/avg/max/mdev = 8.305/6491.578/9558.380/2550.343 ms, pipe 60
