PING 192.168.12.4 (192.168.12.4) 56(84) bytes of data.
64 bytes from 192.168.12.4: icmp_seq=1 ttl=64 time=1409 ms
64 bytes from 192.168.12.4: icmp_seq=2 ttl=64 time=1467 ms
64 bytes from 192.168.12.4: icmp_seq=3 ttl=64 time=1506 ms
64 bytes from 192.168.12.4: icmp_seq=4 ttl=64 time=1594 ms
64 bytes from 192.168.12.4: icmp_seq=5 ttl=64 time=1777 ms
64 bytes from 192.168.12.4: icmp_seq=6 ttl=64 time=1872 ms
64 bytes from 192.168.12.4: icmp_seq=7 ttl=64 time=1767 ms
64 bytes from 192.168.12.4: icmp_seq=8 ttl=64 time=1658 ms
64 bytes from 192.168.12.4: icmp_seq=9 ttl=64 time=1669 ms
64 bytes from 192.168.12.4: icmp_seq=10 ttl=64 time=1624 ms
64 bytes from 192.168.12.4: icmp_seq=11 ttl=64 time=1700 ms
64 bytes from 192.168.12.4: icmp_seq=12 ttl=64 time=1734 ms
64 bytes from 192.168.12.4: icmp_seq=13 ttl=64 time=1828 ms
64 bytes from 192.168.12.4: icmp_seq=14 ttl=64 time=1729 ms
64 bytes from 192.168.12.4: icmp_seq=15 ttl=64 time=1680 ms
64 bytes from 192.168.12.4: icmp_seq=16 ttl=64 time=1581 ms
64 bytes from 192.168.12.4: icmp_seq=17 ttl=64 time=1501 ms
64 bytes from 192.168.12.4: icmp_seq=18 ttl=64 time=1401 ms
64 bytes from 192.168.12.4: icmp_seq=19 ttl=64 time=1319 ms
64 bytes from 192.168.12.4: icmp_seq=20 ttl=64 time=1212 ms
64 bytes from 192.168.12.4: icmp_seq=21 ttl=64 time=1104 ms
64 bytes from 192.168.12.4: icmp_seq=22 ttl=64 time=1091 ms
64 bytes from 192.168.12.4: icmp_seq=23 ttl=64 time=985 ms
64 bytes from 192.168.12.4: icmp_seq=24 ttl=64 time=974 ms
64 bytes from 192.168.12.4: icmp_seq=25 ttl=64 time=883 ms
64 bytes from 192.168.12.4: icmp_seq=26 ttl=64 time=836 ms
64 bytes from 192.168.12.4: icmp_seq=27 ttl=64 time=775 ms
64 bytes from 192.168.12.4: icmp_seq=28 ttl=64 time=954 ms
64 bytes from 192.168.12.4: icmp_seq=29 ttl=64 time=864 ms
64 bytes from 192.168.12.4: icmp_seq=30 ttl=64 time=1017 ms
64 bytes from 192.168.12.4: icmp_seq=31 ttl=64 time=1076 ms
64 bytes from 192.168.12.4: icmp_seq=32 ttl=64 time=1412 ms
64 bytes from 192.168.12.4: icmp_seq=33 ttl=64 time=1384 ms
64 bytes from 192.168.12.4: icmp_seq=34 ttl=64 time=1348 ms
64 bytes from 192.168.12.4: icmp_seq=35 ttl=64 time=1304 ms
64 bytes from 192.168.12.4: icmp_seq=36 ttl=64 time=1290 ms
64 bytes from 192.168.12.4: icmp_seq=37 ttl=64 time=1187 ms
64 bytes from 192.168.12.4: icmp_seq=38 ttl=64 time=1395 ms
64 bytes from 192.168.12.4: icmp_seq=39 ttl=64 time=1296 ms
64 bytes from 192.168.12.4: icmp_seq=40 ttl=64 time=1957 ms
64 bytes from 192.168.12.4: icmp_seq=41 ttl=64 time=1870 ms
