PING 192.168.12.4 (192.168.12.4) 1400(1428) bytes of data.
1408 bytes from 192.168.12.4: icmp_seq=1 ttl=64 time=25.2 ms
1408 bytes from 192.168.12.4: icmp_seq=2 ttl=64 time=44.3 ms
1408 bytes from 192.168.12.4: icmp_seq=3 ttl=64 time=33.3 ms
1408 bytes from 192.168.12.4: icmp_seq=4 ttl=64 time=33.1 ms
1408 bytes from 192.168.12.4: icmp_seq=5 ttl=64 time=47.5 ms
1408 bytes from 192.168.12.4: icmp_seq=6 ttl=64 time=27.1 ms
1408 bytes from 192.168.12.4: icmp_seq=7 ttl=64 time=19.3 ms
1408 bytes from 192.168.12.4: icmp_seq=8 ttl=64 time=20.0 ms
1408 bytes from 192.168.12.4: icmp_seq=9 ttl=64 time=46.0 ms
1408 bytes from 192.168.12.4: icmp_seq=10 ttl=64 time=79.4 ms
1408 bytes from 192.168.12.4: icmp_seq=11 ttl=64 time=24.1 ms
1408 bytes from 192.168.12.4: icmp_seq=12 ttl=64 time=29.5 ms
1408 bytes from 192.168.12.4: icmp_seq=13 ttl=64 time=1615 ms
1408 bytes from 192.168.12.4: icmp_seq=14 ttl=64 time=2381 ms
1408 bytes from 192.168.12.4: icmp_seq=15 ttl=64 time=2355 ms
1408 bytes from 192.168.12.4: icmp_seq=16 ttl=64 time=2313 ms
1408 bytes from 192.168.12.4: icmp_seq=17 ttl=64 time=2224 ms
1408 bytes from 192.168.12.4: icmp_seq=18 ttl=64 time=2136 ms
1408 bytes from 192.168.12.4: icmp_seq=19 ttl=64 time=2094 ms
1408 bytes from 192.168.12.4: icmp_seq=20 ttl=64 time=1987 ms
1408 bytes from 192.168.12.4: icmp_seq=21 ttl=64 time=1900 ms
1408 bytes from 192.168.12.4: icmp_seq=22 ttl=64 time=1905 ms
1408 bytes from 192.168.12.4: icmp_seq=23 ttl=64 time=1860 ms
1408 bytes from 192.168.12.4: icmp_seq=24 ttl=64 time=1766 ms
1408 bytes from 192.168.12.4: icmp_seq=25 ttl=64 time=1659 ms
1408 bytes from 192.168.12.4: icmp_seq=26 ttl=64 time=1555 ms
1408 bytes from 192.168.12.4: icmp_seq=27 ttl=64 time=1470 ms
1408 bytes from 192.168.12.4: icmp_seq=28 ttl=64 time=1382 ms
1408 bytes from 192.168.12.4: icmp_seq=29 ttl=64 time=1284 ms
1408 bytes from 192.168.12.4: icmp_seq=30 ttl=64 time=1189 ms
1408 bytes from 192.168.12.4: icmp_seq=31 ttl=64 time=1177 ms
1408 bytes from 192.168.12.4: icmp_seq=32 ttl=64 time=1193 ms
1408 bytes from 192.168.12.4: icmp_seq=33 ttl=64 time=1193 ms
1408 bytes from 192.168.12.4: icmp_seq=34 ttl=64 time=1096 ms
1408 bytes from 192.168.12.4: icmp_seq=35 ttl=64 time=990 ms
1408 bytes from 192.168.12.4: icmp_seq=36 ttl=64 time=912 ms
1408 bytes from 192.168.12.4: icmp_seq=37 ttl=64 time=843 ms
1408 bytes from 192.168.12.4: icmp_seq=38 ttl=64 time=803 ms
1408 bytes from 192.168.12.4: icmp_seq=39 ttl=64 time=1164 ms
1408 bytes from 192.168.12.4: icmp_seq=40 ttl=64 time=1068 ms
1408 bytes from 192.168.12.4: icmp_seq=41 ttl=64 time=997 ms
1408 bytes from 192.168.12.4: icmp_seq=42 ttl=64 time=910 ms
1408 bytes from 192.168.12.4: icmp_seq=43 ttl=64 time=814 ms
1408 bytes from 192.168.12.4: icmp_seq=44 ttl=64 time=717 ms
1408 bytes from 192.168.12.4: icmp_seq=45 ttl=64 time=617 ms
1408 bytes from 192.168.12.4: icmp_seq=46 ttl=64 time=967 ms
1408 bytes from 192.168.12.4: icmp_seq=47 ttl=64 time=1159 ms
1408 bytes from 192.168.12.4: icmp_seq=48 ttl=64 time=1381 ms
1408 bytes from 192.168.12.4: icmp_seq=49 ttl=64 time=1284 ms
1408 bytes from 192.168.12.4: icmp_seq=50 ttl=64 time=1387 ms
1408 bytes from 192.168.12.4: icmp_seq=51 ttl=64 time=1400 ms
1408 bytes from 192.168.12.4: icmp_seq=52 ttl=64 time=1293 ms
1408 bytes from 192.168.12.4: icmp_seq=53 ttl=64 time=1185 ms
1408 bytes from 192.168.12.4: icmp_seq=54 ttl=64 time=1101 ms
1408 bytes from 192.168.12.4: icmp_seq=55 ttl=64 time=1048 ms
1408 bytes from 192.168.12.4: icmp_seq=57 ttl=64 time=832 ms
1408 bytes from 192.168.12.4: icmp_seq=58 ttl=64 time=749 ms
1408 bytes from 192.168.12.4: icmp_seq=59 ttl=64 time=1681 ms
1408 bytes from 192.168.12.4: icmp_seq=60 ttl=64 time=1685 ms
1408 bytes from 192.168.12.4: icmp_seq=61 ttl=64 time=1799 ms
1408 bytes from 192.168.12.4: icmp_seq=62 ttl=64 time=2465 ms
1408 bytes from 192.168.12.4: icmp_seq=63 ttl=64 time=2435 ms
1408 bytes from 192.168.12.4: icmp_seq=64 ttl=64 time=2341 ms
