PING 192.168.12.4 (192.168.12.4) 1400(1428) bytes of data.
1408 bytes from 192.168.12.4: icmp_seq=1 ttl=64 time=9190 ms
1408 bytes from 192.168.12.4: icmp_seq=2 ttl=64 time=13655 ms
1408 bytes from 192.168.12.4: icmp_seq=3 ttl=64 time=14189 ms
1408 bytes from 192.168.12.4: icmp_seq=5 ttl=64 time=14449 ms
1408 bytes from 192.168.12.4: icmp_seq=6 ttl=64 time=14508 ms
1408 bytes from 192.168.12.4: icmp_seq=7 ttl=64 time=14449 ms
1408 bytes from 192.168.12.4: icmp_seq=8 ttl=64 time=14359 ms
1408 bytes from 192.168.12.4: icmp_seq=9 ttl=64 time=14276 ms
1408 bytes from 192.168.12.4: icmp_seq=11 ttl=64 time=14066 ms
1408 bytes from 192.168.12.4: icmp_seq=13 ttl=64 time=13854 ms
1408 bytes from 192.168.12.4: icmp_seq=14 ttl=64 time=13749 ms
1408 bytes from 192.168.12.4: icmp_seq=15 ttl=64 time=13644 ms
1408 bytes from 192.168.12.4: icmp_seq=16 ttl=64 time=13537 ms
1408 bytes from 192.168.12.4: icmp_seq=17 ttl=64 time=13434 ms
1408 bytes from 192.168.12.4: icmp_seq=18 ttl=64 time=13327 ms
1408 bytes from 192.168.12.4: icmp_seq=19 ttl=64 time=13269 ms
1408 bytes from 192.168.12.4: icmp_seq=20 ttl=64 time=13169 ms
1408 bytes from 192.168.12.4: icmp_seq=21 ttl=64 time=13076 ms
1408 bytes from 192.168.12.4: icmp_seq=22 ttl=64 time=12973 ms
1408 bytes from 192.168.12.4: icmp_seq=24 ttl=64 time=12879 ms
1408 bytes from 192.168.12.4: icmp_seq=27 ttl=64 time=12571 ms
1408 bytes from 192.168.12.4: icmp_seq=28 ttl=64 time=12464 ms
1408 bytes from 192.168.12.4: icmp_seq=29 ttl=64 time=12362 ms
1408 bytes from 192.168.12.4: icmp_seq=30 ttl=64 time=12607 ms
1408 bytes from 192.168.12.4: icmp_seq=31 ttl=64 time=12506 ms
1408 bytes from 192.168.12.4: icmp_seq=32 ttl=64 time=12404 ms
1408 bytes from 192.168.12.4: icmp_seq=33 ttl=64 time=12298 ms
1408 bytes from 192.168.12.4: icmp_seq=34 ttl=64 time=12201 ms
1408 bytes from 192.168.12.4: icmp_seq=35 ttl=64 time=12093 ms
1408 bytes from 192.168.12.4: icmp_seq=37 ttl=64 time=11880 ms
1408 bytes from 192.168.12.4: icmp_seq=38 ttl=64 time=11774 ms
1408 bytes from 192.168.12.4: icmp_seq=39 ttl=64 time=11684 ms
1408 bytes from 192.168.12.4: icmp_seq=40 ttl=64 time=11590 ms
1408 bytes from 192.168.12.4: icmp_seq=42 ttl=64 time=11376 ms
1408 bytes from 192.168.12.4: icmp_seq=43 ttl=64 time=11382 ms
1408 bytes from 192.168.12.4: icmp_seq=44 ttl=64 time=11554 ms
1408 bytes from 192.168.12.4: icmp_seq=45 ttl=64 time=11597 ms
1408 bytes from 192.168.12.4: icmp_seq=46 ttl=64 time=11551 ms
1408 bytes from 192.168.12.4: icmp_seq=47 ttl=64 time=11569 ms
1408 bytes from 192.168.12.4: icmp_seq=48 ttl=64 time=11594 ms
1408 bytes from 192.168.12.4: icmp_seq=49 ttl=64 time=11488 ms
1408 bytes from 192.168.12.4: icmp_seq=50 ttl=64 time=11420 ms
1408 bytes from 192.168.12.4: icmp_seq=51 ttl=64 time=11318 ms
1408 bytes from 192.168.12.4: icmp_seq=52 ttl=64 time=11218 ms
1408 bytes from 192.168.12.4: icmp_seq=55 ttl=64 time=10891 ms
1408 bytes from 192.168.12.4: icmp_seq=56 ttl=64 time=10785 ms
1408 bytes from 192.168.12.4: icmp_seq=58 ttl=64 time=10573 ms
1408 bytes from 192.168.12.4: icmp_seq=59 ttl=64 time=10499 ms
1408 bytes from 192.168.12.4: icmp_seq=61 ttl=64 time=10287 ms
1408 bytes from 192.168.12.4: icmp_seq=63 ttl=64 time=10072 ms
1408 bytes from 192.168.12.4: icmp_seq=64 ttl=64 time=9974 ms
1408 bytes from 192.168.12.4: icmp_seq=65 ttl=64 time=9880 ms
1408 bytes from 192.168.12.4: icmp_seq=66 ttl=64 time=9773 ms
1408 bytes from 192.168.12.4: icmp_seq=67 ttl=64 time=9789 ms
1408 bytes from 192.168.12.4: icmp_seq=68 ttl=64 time=9724 ms
1408 bytes from 192.168.12.4: icmp_seq=69 ttl=64 time=9678 ms
1408 bytes from 192.168.12.4: icmp_seq=70 ttl=64 time=9576 ms
1408 bytes from 192.168.12.4: icmp_seq=72 ttl=64 time=9435 ms
1408 bytes from 192.168.12.4: icmp_seq=73 ttl=64 time=9381 ms
1408 bytes from 192.168.12.4: icmp_seq=74 ttl=64 time=9296 ms
1408 bytes from 192.168.12.4: icmp_seq=76 ttl=64 time=9106 ms
1408 bytes from 192.168.12.4: icmp_seq=77 ttl=64 time=9073 ms
1408 bytes from 192.168.12.4: icmp_seq=79 ttl=64 time=8855 ms
1408 bytes from 192.168.12.4: icmp_seq=80 ttl=64 time=8751 ms
1408 bytes from 192.168.12.4: icmp_seq=81 ttl=64 time=8708 ms
1408 bytes from 192.168.12.4: icmp_seq=82 ttl=64 time=8610 ms
1408 bytes from 192.168.12.4: icmp_seq=83 ttl=64 time=8515 ms
