PING 192.168.12.4 (192.168.12.4) 56(84) bytes of data.
64 bytes from 192.168.12.4: icmp_seq=1 ttl=64 time=366 ms
64 bytes from 192.168.12.4: icmp_seq=2 ttl=64 time=285 ms
64 bytes from 192.168.12.4: icmp_seq=3 ttl=64 time=233 ms
64 bytes from 192.168.12.4: icmp_seq=4 ttl=64 time=125 ms
64 bytes from 192.168.12.4: icmp_seq=5 ttl=64 time=125 ms
64 bytes from 192.168.12.4: icmp_seq=6 ttl=64 time=232 ms
64 bytes from 192.168.12.4: icmp_seq=7 ttl=64 time=167 ms
64 bytes from 192.168.12.4: icmp_seq=8 ttl=64 time=192 ms
64 bytes from 192.168.12.4: icmp_seq=12 ttl=64 time=34.4 ms
64 bytes from 192.168.12.4: icmp_seq=13 ttl=64 time=50.9 ms
64 bytes from 192.168.12.4: icmp_seq=14 ttl=64 time=39.4 ms
64 bytes from 192.168.12.4: icmp_seq=15 ttl=64 time=14.8 ms
64 bytes from 192.168.12.4: icmp_seq=16 ttl=64 time=140 ms
64 bytes from 192.168.12.4: icmp_seq=17 ttl=64 time=173 ms
64 bytes from 192.168.12.4: icmp_seq=18 ttl=64 time=233 ms
64 bytes from 192.168.12.4: icmp_seq=19 ttl=64 time=154 ms
64 bytes from 192.168.12.4: icmp_seq=20 ttl=64 time=343 ms
64 bytes from 192.168.12.4: icmp_seq=21 ttl=64 time=827 ms
64 bytes from 192.168.12.4: icmp_seq=22 ttl=64 time=729 ms
64 bytes from 192.168.12.4: icmp_seq=23 ttl=64 time=622 ms
64 bytes from 192.168.12.4: icmp_seq=24 ttl=64 time=528 ms
64 bytes from 192.168.12.4: icmp_seq=25 ttl=64 time=426 ms
64 bytes from 192.168.12.4: icmp_seq=26 ttl=64 time=320 ms
64 bytes from 192.168.12.4: icmp_seq=27 ttl=64 time=213 ms
64 bytes from 192.168.12.4: icmp_seq=28 ttl=64 time=110 ms
64 bytes from 192.168.12.4: icmp_seq=29 ttl=64 time=19.5 ms
64 bytes from 192.168.12.4: icmp_seq=30 ttl=64 time=22.9 ms
64 bytes from 192.168.12.4: icmp_seq=31 ttl=64 time=6.14 ms
64 bytes from 192.168.12.4: icmp_seq=32 ttl=64 time=19.0 ms
64 bytes from 192.168.12.4: icmp_seq=33 ttl=64 time=8.80 ms
64 bytes from 192.168.12.4: icmp_seq=34 ttl=64 time=14.6 ms
64 bytes from 192.168.12.4: icmp_seq=35 ttl=64 time=6.78 ms
64 bytes from 192.168.12.4: icmp_seq=36 ttl=64 time=17.8 ms
64 bytes from 192.168.12.4: icmp_seq=37 ttl=64 time=5.96 ms
64 bytes from 192.168.12.4: icmp_seq=38 ttl=64 time=44.9 ms
64 bytes from 192.168.12.4: icmp_seq=39 ttl=64 time=11.8 ms
64 bytes from 192.168.12.4: icmp_seq=40 ttl=64 time=119 ms
64 bytes from 192.168.12.4: icmp_seq=41 ttl=64 time=25.4 ms
64 bytes from 192.168.12.4: icmp_seq=42 ttl=64 time=38.2 ms
64 bytes from 192.168.12.4: icmp_seq=43 ttl=64 time=42.4 ms
64 bytes from 192.168.12.4: icmp_seq=44 ttl=64 time=10.9 ms
64 bytes from 192.168.12.4: icmp_seq=45 ttl=64 time=447 ms
64 bytes from 192.168.12.4: icmp_seq=46 ttl=64 time=349 ms
