PING 192.168.12.4 (192.168.12.4) 1400(1428) bytes of data.
1408 bytes from 192.168.12.4: icmp_seq=1 ttl=64 time=191 ms
1408 bytes from 192.168.12.4: icmp_seq=2 ttl=64 time=1804 ms
1408 bytes from 192.168.12.4: icmp_seq=4 ttl=64 time=2496 ms
1408 bytes from 192.168.12.4: icmp_seq=6 ttl=64 time=3162 ms
1408 bytes from 192.168.12.4: icmp_seq=7 ttl=64 time=3239 ms
1408 bytes from 192.168.12.4: icmp_seq=8 ttl=64 time=4543 ms
1408 bytes from 192.168.12.4: icmp_seq=10 ttl=64 time=4507 ms
1408 bytes from 192.168.12.4: icmp_seq=11 ttl=64 time=4610 ms
1408 bytes from 192.168.12.4: icmp_seq=16 ttl=64 time=5101 ms
1408 bytes from 192.168.12.4: icmp_seq=18 ttl=64 time=5051 ms
1408 bytes from 192.168.12.4: icmp_seq=19 ttl=64 time=5407 ms
1408 bytes from 192.168.12.4: icmp_seq=20 ttl=64 time=5367 ms
1408 bytes from 192.168.12.4: icmp_seq=21 ttl=64 time=5370 ms
1408 bytes from 192.168.12.4: icmp_seq=22 ttl=64 time=5347 ms
1408 bytes from 192.168.12.4: icmp_seq=23 ttl=64 time=5253 ms
1408 bytes from 192.168.12.4: icmp_seq=24 ttl=64 time=5199 ms
1408 bytes from 192.168.12.4: icmp_seq=25 ttl=64 time=5108 ms
1408 bytes from 192.168.12.4: icmp_seq=28 ttl=64 time=4802 ms
1408 bytes from 192.168.12.4: icmp_seq=29 ttl=64 time=4719 ms
1408 bytes from 192.168.12.4: icmp_seq=30 ttl=64 time=4759 ms
1408 bytes from 192.168.12.4: icmp_seq=31 ttl=64 time=4691 ms
1408 bytes from 192.168.12.4: icmp_seq=32 ttl=64 time=4594 ms
1408 bytes from 192.168.12.4: icmp_seq=33 ttl=64 time=4540 ms
1408 bytes from 192.168.12.4: icmp_seq=34 ttl=64 time=4458 ms
1408 bytes from 192.168.12.4: icmp_seq=35 ttl=64 time=4691 ms
1408 bytes from 192.168.12.4: icmp_seq=36 ttl=64 time=5988 ms
1408 bytes from 192.168.12.4: icmp_seq=37 ttl=64 time=6120 ms
1408 bytes from 192.168.12.4: icmp_seq=38 ttl=64 time=6216 ms
1408 bytes from 192.168.12.4: icmp_seq=39 ttl=64 time=6183 ms
1408 bytes from 192.168.12.4: icmp_seq=41 ttl=64 time=6680 ms
1408 bytes from 192.168.12.4: icmp_seq=42 ttl=64 time=6583 ms
1408 bytes from 192.168.12.4: icmp_seq=43 ttl=64 time=6550 ms
1408 bytes from 192.168.12.4: icmp_seq=44 ttl=64 time=6453 ms
1408 bytes from 192.168.12.4: icmp_seq=45 ttl=64 time=6853 ms
1408 bytes from 192.168.12.4: icmp_seq=46 ttl=64 time=6957 ms
1408 bytes from 192.168.12.4: icmp_seq=47 ttl=64 time=6946 ms
1408 bytes from 192.168.12.4: icmp_seq=48 ttl=64 time=6930 ms
1408 bytes from 192.168.12.4: icmp_seq=49 ttl=64 time=6987 ms
1408 bytes from 192.168.12.4: icmp_seq=50 ttl=64 time=7781 ms
1408 bytes from 192.168.12.4: icmp_seq=51 ttl=64 time=7710 ms
1408 bytes from 192.168.12.4: icmp_seq=52 ttl=64 time=7634 ms
1408 bytes from 192.168.12.4: icmp_seq=53 ttl=64 time=7609 ms
1408 bytes from 192.168.12.4: icmp_seq=54 ttl=64 time=7539 ms
1408 bytes from 192.168.12.4: icmp_seq=55 ttl=64 time=7453 ms
1408 bytes from 192.168.12.4: icmp_seq=56 ttl=64 time=7434 ms
1408 bytes from 192.168.12.4: icmp_seq=57 ttl=64 time=7365 ms
1408 bytes from 192.168.12.4: icmp_seq=58 ttl=64 time=7327 ms
1408 bytes from 192.168.12.4: icmp_seq=59 ttl=64 time=7297 ms
1408 bytes from 192.168.12.4: icmp_seq=60 ttl=64 time=7267 ms
1408 bytes from 192.168.12.4: icmp_seq=61 ttl=64 time=7206 ms
1408 bytes from 192.168.12.4: icmp_seq=62 ttl=64 time=7154 ms
1408 bytes from 192.168.12.4: icmp_seq=63 ttl=64 time=7115 ms
1408 bytes from 192.168.12.4: icmp_seq=64 ttl=64 time=7050 ms
1408 bytes from 192.168.12.4: icmp_seq=66 ttl=64 time=6874 ms
1408 bytes from 192.168.12.4: icmp_seq=68 ttl=64 time=8368 ms
1408 bytes from 192.168.12.4: icmp_seq=69 ttl=64 time=8289 ms
1408 bytes from 192.168.12.4: icmp_seq=70 ttl=64 time=8206 ms
1408 bytes from 192.168.12.4: icmp_seq=71 ttl=64 time=8124 ms
1408 bytes from 192.168.12.4: icmp_seq=72 ttl=64 time=8030 ms
1408 bytes from 192.168.12.4: icmp_seq=73 ttl=64 time=7971 ms
1408 bytes from 192.168.12.4: icmp_seq=74 ttl=64 time=7877 ms
1408 bytes from 192.168.12.4: icmp_seq=75 ttl=64 time=7781 ms
1408 bytes from 192.168.12.4: icmp_seq=76 ttl=64 time=7769 ms
1408 bytes from 192.168.12.4: icmp_seq=77 ttl=64 time=7672 ms
1408 bytes from 192.168.12.4: icmp_seq=78 ttl=64 time=7595 ms
1408 bytes from 192.168.12.4: icmp_seq=83 ttl=64 time=7076 ms
1408 bytes from 192.168.12.4: icmp_seq=84 ttl=64 time=6991 ms
1408 bytes from 192.168.12.4: icmp_seq=85 ttl=64 time=6887 ms
1408 bytes from 192.168.12.4: icmp_seq=86 ttl=64 time=6784 ms
1408 bytes from 192.168.12.4: icmp_seq=87 ttl=64 time=6688 ms
1408 bytes from 192.168.12.4: icmp_seq=88 ttl=64 time=6584 ms
1408 bytes from 192.168.12.4: icmp_seq=89 ttl=64 time=6584 ms
1408 bytes from 192.168.12.4: icmp_seq=90 ttl=64 time=6515 ms
1408 bytes from 192.168.12.4: icmp_seq=91 ttl=64 time=6434 ms
1408 bytes from 192.168.12.4: icmp_seq=92 ttl=64 time=6357 ms
1408 bytes from 192.168.12.4: icmp_seq=93 ttl=64 time=6319 ms
1408 bytes from 192.168.12.4: icmp_seq=94 ttl=64 time=6423 ms
1408 bytes from 192.168.12.4: icmp_seq=95 ttl=64 time=6349 ms
1408 bytes from 192.168.12.4: icmp_seq=96 ttl=64 time=6262 ms
1408 bytes from 192.168.12.4: icmp_seq=97 ttl=64 time=6177 ms
1408 bytes from 192.168.12.4: icmp_seq=98 ttl=64 time=6117 ms
1408 bytes from 192.168.12.4: icmp_seq=99 ttl=64 time=6014 ms
1408 bytes from 192.168.12.4: icmp_seq=100 ttl=64 time=5911 ms

--- 192.168.12.4 ping statistics ---
100 packets transmitted, 83 received, 17% packet loss, time 10663ms
rtt min/avg/max/mdev = 191.698/6222.480/8368.669/1500.908 ms, pipe 60
