PING 192.168.12.4 (192.168.12.4) 56(84) bytes of data.
64 bytes from 192.168.12.4: icmp_seq=1 ttl=64 time=49.4 ms
64 bytes from 192.168.12.4: icmp_seq=2 ttl=64 time=476 ms
64 bytes from 192.168.12.4: icmp_seq=3 ttl=64 time=382 ms
64 bytes from 192.168.12.4: icmp_seq=4 ttl=64 time=284 ms
64 bytes from 192.168.12.4: icmp_seq=6 ttl=64 time=83.4 ms
64 bytes from 192.168.12.4: icmp_seq=7 ttl=64 time=73.5 ms
64 bytes from 192.168.12.4: icmp_seq=8 ttl=64 time=48.1 ms
64 bytes from 192.168.12.4: icmp_seq=9 ttl=64 time=173 ms
64 bytes from 192.168.12.4: icmp_seq=10 ttl=64 time=71.9 ms
64 bytes from 192.168.12.4: icmp_seq=11 ttl=64 time=18.0 ms
64 bytes from 192.168.12.4: icmp_seq=12 ttl=64 time=23.7 ms
64 bytes from 192.168.12.4: icmp_seq=13 ttl=64 time=48.2 ms
64 bytes from 192.168.12.4: icmp_seq=14 ttl=64 time=71.8 ms
64 bytes from 192.168.12.4: icmp_seq=15 ttl=64 time=26.5 ms
64 bytes from 192.168.12.4: icmp_seq=16 ttl=64 time=93.2 ms
64 bytes from 192.168.12.4: icmp_seq=17 ttl=64 time=10.8 ms
64 bytes from 192.168.12.4: icmp_seq=18 ttl=64 time=22.1 ms
64 bytes from 192.168.12.4: icmp_seq=19 ttl=64 time=30.3 ms
64 bytes from 192.168.12.4: icmp_seq=20 ttl=64 time=62.7 ms
64 bytes from 192.168.12.4: icmp_seq=22 ttl=64 time=10.7 ms
64 bytes from 192.168.12.4: icmp_seq=23 ttl=64 time=491 ms
64 bytes from 192.168.12.4: icmp_seq=24 ttl=64 time=394 ms
64 bytes from 192.168.12.4: icmp_seq=25 ttl=64 time=301 ms
64 bytes from 192.168.12.4: icmp_seq=26 ttl=64 time=192 ms
64 bytes from 192.168.12.4: icmp_seq=27 ttl=64 time=85.4 ms
64 bytes from 192.168.12.4: icmp_seq=28 ttl=64 time=24.1 ms
64 bytes from 192.168.12.4: icmp_seq=29 ttl=64 time=11.9 ms
64 bytes from 192.168.12.4: icmp_seq=30 ttl=64 time=477 ms
64 bytes from 192.168.12.4: icmp_seq=31 ttl=64 time=378 ms
64 bytes from 192.168.12.4: icmp_seq=32 ttl=64 time=864 ms
64 bytes from 192.168.12.4: icmp_seq=33 ttl=64 time=756 ms
64 bytes from 192.168.12.4: icmp_seq=34 ttl=64 time=652 ms
64 bytes from 192.168.12.4: icmp_seq=35 ttl=64 time=553 ms
64 bytes from 192.168.12.4: icmp_seq=37 ttl=64 time=338 ms
64 bytes from 192.168.12.4: icmp_seq=39 ttl=64 time=145 ms
64 bytes from 192.168.12.4: icmp_seq=40 ttl=64 time=53.9 ms
64 bytes from 192.168.12.4: icmp_seq=41 ttl=64 time=504 ms
64 bytes from 192.168.12.4: icmp_seq=42 ttl=64 time=402 ms
64 bytes from 192.168.12.4: icmp_seq=43 ttl=64 time=294 ms
64 bytes from 192.168.12.4: icmp_seq=44 ttl=64 time=185 ms
64 bytes from 192.168.12.4: icmp_seq=45 ttl=64 time=77.3 ms
64 bytes from 192.168.12.4: icmp_seq=46 ttl=64 time=13.9 ms
64 bytes from 192.168.12.4: icmp_seq=47 ttl=64 time=14.4 ms
64 bytes from 192.168.12.4: icmp_seq=49 ttl=64 time=7.33 ms
64 bytes from 192.168.12.4: icmp_seq=50 ttl=64 time=19.8 ms
64 bytes from 192.168.12.4: icmp_seq=52 ttl=64 time=242 ms
64 bytes from 192.168.12.4: icmp_seq=53 ttl=64 time=138 ms
64 bytes from 192.168.12.4: icmp_seq=54 ttl=64 time=39.8 ms
64 bytes from 192.168.12.4: icmp_seq=55 ttl=64 time=74.9 ms
64 bytes from 192.168.12.4: icmp_seq=57 ttl=64 time=72.6 ms
64 bytes from 192.168.12.4: icmp_seq=58 ttl=64 time=87.4 ms
64 bytes from 192.168.12.4: icmp_seq=59 ttl=64 time=63.8 ms
64 bytes from 192.168.12.4: icmp_seq=60 ttl=64 time=22.8 ms
64 bytes from 192.168.12.4: icmp_seq=61 ttl=64 time=65.4 ms
64 bytes from 192.168.12.4: icmp_seq=63 ttl=64 time=20.1 ms
64 bytes from 192.168.12.4: icmp_seq=64 ttl=64 time=14.1 ms
64 bytes from 192.168.12.4: icmp_seq=68 ttl=64 time=96.1 ms
64 bytes from 192.168.12.4: icmp_seq=69 ttl=64 time=10.2 ms
64 bytes from 192.168.12.4: icmp_seq=70 ttl=64 time=23.9 ms
64 bytes from 192.168.12.4: icmp_seq=72 ttl=64 time=24.5 ms
64 bytes from 192.168.12.4: icmp_seq=76 ttl=64 time=166 ms
64 bytes from 192.168.12.4: icmp_seq=77 ttl=64 time=58.8 ms
64 bytes from 192.168.12.4: icmp_seq=78 ttl=64 time=754 ms
64 bytes from 192.168.12.4: icmp_seq=79 ttl=64 time=820 ms
64 bytes from 192.168.12.4: icmp_seq=80 ttl=64 time=712 ms
64 bytes from 192.168.12.4: icmp_seq=81 ttl=64 time=604 ms
64 bytes from 192.168.12.4: icmp_seq=82 ttl=64 time=513 ms
64 bytes from 192.168.12.4: icmp_seq=84 ttl=64 time=295 ms
64 bytes from 192.168.12.4: icmp_seq=85 ttl=64 time=259 ms
64 bytes from 192.168.12.4: icmp_seq=86 ttl=64 time=176 ms
64 bytes from 192.168.12.4: icmp_seq=87 ttl=64 time=100 ms
64 bytes from 192.168.12.4: icmp_seq=88 ttl=64 time=54.3 ms
64 bytes from 192.168.12.4: icmp_seq=89 ttl=64 time=49.8 ms
64 bytes from 192.168.12.4: icmp_seq=90 ttl=64 time=17.1 ms
64 bytes from 192.168.12.4: icmp_seq=91 ttl=64 time=14.8 ms
64 bytes from 192.168.12.4: icmp_seq=92 ttl=64 time=68.7 ms
64 bytes from 192.168.12.4: icmp_seq=95 ttl=64 time=149 ms
64 bytes from 192.168.12.4: icmp_seq=97 ttl=64 time=22.5 ms
64 bytes from 192.168.12.4: icmp_seq=98 ttl=64 time=63.0 ms
64 bytes from 192.168.12.4: icmp_seq=99 ttl=64 time=33.0 ms

--- 192.168.12.4 ping statistics ---
100 packets transmitted, 80 received, 20% packet loss, time 10360ms
rtt min/avg/max/mdev = 7.338/190.475/864.866/224.485 ms, pipe 8
